from_stop,AL,AO,AV,BF,BI,BK,BM,BQ,BR,CH,CI,CR,CS,CT,CZ,DA,DD,DF,DK,DL,DN,DO,EB,EI,EJ,EK,EL,EO,ES,EU,FB,FF,FU,FW,FX,GC,GJ,GL,GS,GV,GX,HK,HR,HS,HU,HV,HZ,IG,IJ,IQ,JA,JE,JF,JZ,KF,KJ,KL,KM,KN,KU,KW,KX,KY,LB,LE,LG,LO,LR,LW,MA,MD,MJ,MM,MO,MR,MW,MY,NE,NO,NQ,NR,NT,NU,NW,OI,OQ,OX,OZ,PC,PH,PJ,PK,PQ,PR,PS,PZ,QD,QE,QG,QK,QN,RB,RC,RE,RH,RL,RT,RW,SA,SJ,SL,SM,SP,SQ,SX,SY,TC,TD,TE,TL,TU,UA,UB,UD,UF,UG,UN,UQ,UT,UZ,VE,VK,VL,VQ,VT,WF,WH,WL,WO,WP,WU,WV,XA,XD,XF,XH,XQ,XT,XX,YB,YH,YQ,YV,YY,YZ,ZB,ZP,ZV,ZX
XH,254.5,234.5,742.7,771.9,630.5,767.2,325.9,301.2,758.4,265.1,256.2,247.4,758.8,659.2,648.5,533.3,899.9,863.7,863.0,692.2,559.5,892.4,911.6,914.9,911.0,831.5,652.6,875.1,851.0,485.9,789.3,441.9,493.6,387.9,850.3,870.3,766.8,287.9,619.1,297.6,297.3,260.3,262.8,944.4,945.4,555.7,659.5,278.6,334.2,138.7,146.8,278.2,238.5,824.8,746.4,848.6,1359.4,803.2,839.0,199.4,742.1,206.0,723.5,329.1,707.3,898.1,151.9,234.1,397.8,192.7,287.4,162.2,906.4,363.5,293.8,219.2,204.8,869.9,261.2,912.6,888.9,175.8,660.5,667.2,831.5,238.3,137.4,871.7,733.6,866.6,939.3,354.1,580.1,947.6,286.4,231.2,416.8,89.8,586.3,798.4,369.1,614.1,67.6,737.4,431.0,944.1,189.9,306.8,242.7,185.9,901.8,34.0,933.0,201.2,913.0,860.2,521.8,148.1,298.7,630.5,885.0,117.8,43.3,690.6,887.4,834.0,932.4,894.8,267.4,616.9,910.8,680.4,946.9,399.4,289.0,250.1,282.1,234.4,800.9,123.4,622.3,840.0,856.1,634.6,294.6,0.0,837.7,127.9,871.7,277.6,749.6,232.0,607.7,77.6,206.7,914.5,264.2,692.4,113.3
XQ,820.3,833.0,319.2,214.6,349.2,325.2,891.7,899.7,294.0,863.6,620.1,845.9,248.5,377.9,282.5,544.4,224.4,358.2,91.3,207.8,422.3,218.1,294.0,239.4,235.5,6.2,371.3,103.4,233.4,480.1,123.7,403.1,494.5,456.6,342.0,223.8,320.2,886.4,445.2,896.1,863.1,858.8,861.3,268.9,173.7,438.5,378.2,877.1,510.9,753.9,742.9,849.6,628.6,243.1,80.3,10.8,1581.2,139.8,330.7,730.9,436.7,804.5,259.1,516.0,283.5,275.5,673.5,779.9,519.3,784.7,853.2,797.2,232.1,517.0,571.2,817.7,770.6,247.3,859.7,266.1,279.7,744.7,379.2,301.2,323.2,804.1,730.7,33.9,310.1,269.0,265.0,611.0,462.9,272.1,884.9,797.0,564.5,739.4,449.1,290.1,589.9,496.9,810.4,313.9,413.8,255.8,637.0,905.3,841.2,779.2,268.8,787.5,258.7,799.7,99.4,361.7,384.6,741.4,897.2,519.1,238.5,729.5,777.4,409.3,211.9,258.0,356.0,248.3,865.9,223.5,334.4,399.1,109.1,445.7,576.0,848.6,880.6,832.9,142.1,769.2,341.0,264.0,347.8,353.3,893.1,812.3,0.0,719.4,249.1,876.1,326.1,622.1,490.5,800.4,752.5,76.7,862.7,298.8,781.1
XT,187.0,167.0,641.6,670.8,529.4,666.1,258.4,233.7,657.3,197.6,155.1,179.9,657.7,558.1,547.4,432.2,798.8,762.6,761.9,591.1,458.4,791.3,810.5,813.8,809.9,730.4,551.5,774.0,749.9,384.8,688.2,340.8,392.5,286.8,749.2,769.2,665.7,220.4,518.0,230.1,229.8,192.8,195.3,843.3,844.3,454.6,558.4,211.1,233.1,46.2,35.1,210.7,137.4,723.7,645.3,747.5,1291.9,702.1,737.9,131.9,641.0,138.5,622.4,228.0,606.2,797.0,58.2,166.6,296.7,81.0,219.9,84.8,805.3,262.4,192.7,151.7,137.3,768.8,193.7,811.5,787.8,64.1,559.4,566.1,730.4,170.8,18.3,770.6,632.5,765.5,838.2,253.0,479.0,846.5,218.9,163.7,315.7,45.0,485.2,697.3,268.0,513.0,113.5,636.3,329.9,843.0,88.8,239.3,175.2,66.8,800.7,90.6,831.9,133.7,811.9,759.1,420.7,29.0,231.2,529.4,783.9,10.1,80.5,589.5,786.3,732.9,831.3,793.7,199.9,515.8,809.7,579.3,845.8,298.3,187.9,182.6,214.6,166.9,699.8,61.5,521.2,738.9,755.0,533.5,227.1,115.4,736.6,0.0,770.6,210.1,648.5,130.9,506.6,103.5,139.2,813.4,196.7,591.3,74.3
XX,889.7,902.4,392.3,306.7,470.9,274.5,957.5,948.2,368.8,933.0,698.2,915.3,340.6,520.3,432.6,630.9,140.8,225.9,249.2,389.4,507.6,121.2,175.9,162.9,130.8,243.5,493.0,261.3,115.3,441.8,285.0,488.4,581.0,561.1,267.7,111.6,281.9,955.8,380.4,965.5,932.5,928.2,930.7,169.1,282.7,566.7,499.9,946.5,615.4,823.3,812.3,898.6,698.0,143.5,317.7,226.4,1542.9,259.0,250.6,800.3,528.8,873.9,354.3,628.3,375.6,26.3,742.9,849.3,623.8,854.1,922.6,866.6,114.6,621.5,649.3,887.1,840.0,56.3,929.1,137.7,135.6,814.1,539.4,416.1,258.1,873.5,800.1,255.2,401.4,95.3,96.7,689.1,548.2,163.7,933.4,862.8,669.0,808.8,534.4,251.8,694.4,561.8,879.8,385.6,499.1,278.6,706.4,954.3,910.6,848.6,148.5,856.9,100.2,869.1,138.1,229.4,449.5,810.8,966.6,660.8,110.1,778.5,826.4,510.0,103.5,138.5,223.7,125.4,935.3,423.1,202.1,520.2,183.8,550.2,654.1,918.0,950.0,881.9,256.7,838.6,442.3,120.3,261.9,475.0,941.6,881.7,237.3,788.8,0.0,945.5,385.4,691.5,555.4,849.4,801.5,160.5,932.1,390.9,850.5
YB,101.3,108.9,796.7,825.9,684.5,808.8,129.6,128.2,812.4,196.3,292.2,67.9,812.8,713.2,702.5,587.3,953.9,917.7,917.0,746.2,579.0,946.4,965.6,968.9,965.0,885.5,706.6,929.1,905.0,503.5,843.3,495.9,529.6,441.9,904.3,940.5,820.8,114.9,673.1,145.0,86.6,39.8,137.2,998.4,999.4,609.7,713.5,153.0,388.2,259.3,248.2,61.6,274.5,878.8,800.4,902.6,1158.4,857.2,893.0,137.5,796.1,139.7,777.5,383.1,761.3,952.1,251.7,172.2,451.8,294.1,76.7,191.2,960.4,417.5,329.8,97.3,142.9,932.5,170.5,966.6,942.9,277.2,714.5,721.2,885.5,134.3,191.7,925.7,787.6,920.6,993.3,390.1,634.1,1001.6,113.4,128.2,470.8,203.0,552.6,852.4,405.1,668.1,304.2,791.4,485.0,998.1,274.8,135.1,72.6,199.9,955.8,263.3,987.0,71.6,967.0,914.2,617.4,180.7,125.7,570.4,939.0,223.1,253.2,744.6,941.4,877.4,986.4,948.8,141.8,670.9,964.8,734.4,1000.9,453.4,325.0,183.8,109.1,75.4,854.9,274.6,676.3,894.0,910.1,688.6,121.6,288.1,891.7,213.0,915.7,0.0,803.6,268.0,661.7,294.2,144.8,968.5,167.5,746.4,172.8
YH,736.0,748.7,6.9,100.4,237.0,464.3,803.8,815.4,247.4,779.3,535.8,761.6,198.8,174.1,99.2,460.1,363.5,497.3,342.1,221.9,338.0,374.0,433.1,378.5,374.6,310.6,259.1,354.2,372.5,457.7,202.2,318.8,410.2,372.3,481.1,362.9,459.3,802.1,424.2,811.8,778.8,774.5,777.0,408.0,424.5,354.2,266.0,792.8,426.6,669.6,658.6,765.3,544.3,382.2,245.0,327.7,1521.9,176.2,469.8,646.6,162.2,720.2,212.5,431.7,42.2,414.6,589.2,695.6,435.0,700.4,768.9,712.9,388.0,432.7,486.9,733.4,686.3,386.4,775.4,405.2,430.4,660.4,172.8,82.7,462.3,719.8,646.4,350.8,15.9,408.1,420.9,526.7,378.6,411.2,800.6,712.7,480.2,655.1,364.8,429.2,505.6,412.6,726.1,39.4,329.5,202.1,552.7,821.0,756.9,694.9,443.3,703.2,416.0,715.4,274.4,500.8,300.3,657.1,812.9,434.8,377.6,645.2,693.1,143.4,351.0,386.5,495.1,392.9,781.6,146.6,473.5,153.6,312.9,361.4,491.7,764.3,796.3,748.6,173.9,684.9,228.8,403.1,486.9,195.9,808.8,728.0,316.8,635.1,378.2,791.8,0.0,537.8,406.2,716.1,668.2,296.8,778.4,57.5,696.8
YQ,198.4,211.1,537.0,566.2,424.8,561.5,269.8,277.8,552.7,241.7,24.1,224.0,553.1,453.5,442.8,351.4,694.2,658.0,657.3,486.5,353.8,686.7,717.8,709.2,705.3,625.8,446.9,669.4,657.2,292.1,583.6,236.2,261.5,182.2,644.6,676.5,561.1,264.5,413.4,274.2,241.2,236.9,239.4,738.7,739.7,350.0,453.8,255.2,128.5,150.0,139.0,227.7,6.4,631.0,540.7,642.9,1257.5,597.5,633.3,109.0,536.4,182.6,517.8,123.4,501.6,704.3,69.6,158.0,192.1,180.8,231.3,193.3,700.7,157.8,61.7,195.8,148.7,676.1,237.8,718.8,695.1,140.8,454.8,461.5,625.8,182.2,126.8,666.0,527.9,672.8,733.6,122.0,374.4,741.9,263.0,175.1,211.1,135.5,380.6,592.7,137.0,408.4,206.5,531.7,225.3,738.4,33.1,283.4,219.3,175.3,708.0,183.6,727.3,177.8,671.2,654.5,316.1,137.5,275.3,424.8,691.2,125.6,173.5,484.9,681.7,640.2,726.7,701.0,244.0,411.2,705.1,474.7,741.2,193.7,56.9,226.7,258.7,211.0,595.2,165.3,416.6,646.2,650.4,428.9,271.2,208.4,632.0,115.5,677.9,254.2,543.9,0.0,402.0,196.5,130.6,708.8,240.8,486.7,177.2
YV,638.4,651.1,387.8,417.0,275.6,456.8,706.2,717.8,403.5,681.7,443.9,664.0,403.9,304.3,293.6,380.3,589.5,553.3,508.1,337.3,186.6,582.0,659.1,604.5,600.6,476.6,297.7,520.2,598.5,172.7,434.4,185.4,330.4,310.5,539.9,588.9,456.4,704.5,308.7,714.2,681.2,676.9,679.4,634.0,590.5,69.2,304.6,695.2,379.1,569.0,558.0,667.7,443.7,608.2,391.5,493.7,1458.5,448.3,528.6,549.0,387.2,622.6,368.6,374.0,352.4,667.7,488.6,598.0,373.2,599.8,671.3,612.3,596.0,370.9,395.0,635.8,588.7,612.4,677.8,630.0,672.4,559.8,305.6,312.3,521.1,622.2,545.8,516.8,378.7,634.1,628.9,434.8,17.5,637.2,703.0,611.5,418.4,554.5,213.4,488.0,443.8,6.3,625.5,382.5,196.1,589.2,452.1,723.4,659.3,594.3,661.5,602.6,624.0,617.8,568.6,549.8,148.9,556.5,715.3,257.6,635.1,544.6,592.5,335.7,577.0,640.7,622.0,625.3,684.0,262.0,600.4,325.5,592.0,299.6,399.8,666.7,698.7,651.0,446.0,584.3,267.4,653.4,545.7,279.7,711.2,627.4,482.8,534.5,604.2,694.2,394.7,437.2,0.0,615.5,570.6,559.6,680.8,337.5,596.2
YY,253.9,233.9,731.1,760.3,618.9,755.6,321.7,300.6,746.8,264.5,244.6,246.8,747.2,647.6,636.9,521.7,888.3,852.1,851.4,680.6,547.9,880.8,900.0,903.3,899.4,819.9,641.0,863.5,839.4,474.3,777.7,430.3,482.0,376.3,838.7,858.7,755.2,287.3,607.5,297.0,296.7,259.7,262.2,932.8,933.8,544.1,647.9,278.0,322.6,120.1,128.2,277.6,226.9,813.2,734.8,837.0,1358.8,791.6,827.4,198.8,730.5,205.4,711.9,317.5,695.7,886.5,133.3,233.5,386.2,174.1,286.8,161.6,894.8,351.9,282.2,218.6,204.2,858.3,260.6,901.0,877.3,157.2,648.9,655.6,819.9,237.7,127.7,860.1,722.0,855.0,927.7,342.5,568.5,936.0,285.8,227.0,405.2,89.2,574.7,786.8,357.5,602.5,10.0,725.8,419.4,932.5,178.3,306.2,242.1,176.2,890.2,70.6,921.4,200.6,901.4,848.6,510.2,138.4,298.1,618.9,873.4,99.2,73.0,679.0,875.8,811.8,920.8,888.7,266.8,605.3,899.2,668.8,942.5,387.8,277.4,249.5,281.5,233.8,789.3,104.8,610.7,828.4,844.5,623.0,294.0,67.6,826.1,109.3,850.1,277.0,738.0,220.4,596.1,0.0,206.1,902.9,263.6,680.8,112.7
YZ,67.8,98.5,689.9,719.1,577.7,714.4,139.2,165.2,705.6,129.1,185.4,111.4,706.0,606.4,595.7,480.5,847.1,810.9,810.2,639.4,506.7,839.6,858.8,862.1,858.2,778.7,599.8,822.3,798.2,396.7,736.5,389.1,422.8,335.1,797.5,833.7,714.0,151.9,566.3,161.6,110.6,113.4,126.8,891.6,892.6,502.9,606.7,142.6,281.4,165.2,154.1,97.1,167.7,772.0,693.6,795.8,1182.4,750.4,786.2,30.7,689.3,70.0,670.7,276.3,654.5,845.3,157.6,27.3,345.0,200.0,100.7,97.1,853.6,310.7,223.0,86.9,18.1,817.1,125.2,859.8,836.1,183.1,607.7,614.4,778.7,51.6,97.6,818.9,680.8,813.8,886.5,283.3,527.3,894.8,150.4,40.9,364.0,108.9,589.6,745.6,298.3,561.3,210.1,684.6,378.2,891.3,180.7,170.8,106.7,105.8,849.0,169.2,880.2,65.2,860.2,807.4,469.0,86.6,162.7,607.4,832.2,129.0,159.1,637.8,834.6,770.6,879.6,842.0,131.4,564.1,858.0,627.6,901.3,346.6,218.2,114.1,146.1,98.4,748.1,180.5,569.5,787.2,803.3,581.8,158.6,194.0,784.9,118.9,808.9,141.6,696.8,161.2,554.9,200.1,0.0,861.7,128.2,639.6,78.7
ZB,897.1,909.8,292.7,207.1,426.0,248.4,968.5,909.7,289.6,940.4,696.9,922.7,241.0,441.1,333.0,592.4,147.6,281.4,107.1,284.6,499.1,158.1,217.2,162.6,158.7,82.9,448.1,119.2,156.6,403.3,185.4,479.9,542.5,533.4,265.2,147.0,243.4,888.1,368.4,972.9,939.9,935.6,938.1,192.1,140.6,515.3,455.0,953.9,587.7,830.7,819.7,926.4,705.4,166.3,157.1,65.8,1504.4,159.4,253.9,807.7,429.2,881.3,254.7,592.8,276.0,198.7,750.3,856.7,596.1,861.5,930.0,874.0,172.1,593.8,648.0,894.5,847.4,170.5,936.5,189.3,214.5,821.5,439.8,316.5,246.4,880.9,807.5,94.6,301.8,192.2,205.0,687.8,539.7,195.3,894.9,873.8,641.3,816.2,525.9,213.3,666.7,573.7,887.2,306.4,490.6,179.0,713.8,908.3,918.0,856.0,227.4,864.3,200.1,876.5,22.6,284.9,461.4,818.2,898.9,595.9,161.7,806.3,854.2,410.4,135.1,170.6,279.2,177.0,942.7,300.3,257.6,420.6,32.3,522.5,652.8,925.4,882.3,909.7,157.1,846.0,417.8,187.2,271.0,430.1,903.1,889.1,76.7,796.2,162.3,952.9,285.8,698.9,567.3,877.2,829.3,0.0,939.5,291.3,857.9
ZP,181.3,68.5,789.4,818.6,677.2,813.9,194.1,146.2,805.1,28.7,284.9,110.8,805.5,705.9,695.2,580.0,946.6,910.4,909.7,738.9,568.7,939.1,958.3,961.6,957.7,878.2,699.3,921.8,897.7,496.2,836.0,488.6,522.3,434.6,897.0,917.0,813.5,76.5,665.8,48.7,166.6,123.7,72.9,991.1,992.1,602.4,706.2,29.7,380.9,252.0,240.9,141.6,267.2,871.5,793.1,895.3,1238.4,849.9,885.7,130.2,788.8,48.1,770.2,375.8,754.0,944.8,244.4,164.9,444.5,286.8,156.7,183.9,953.1,410.2,322.5,125.6,135.6,916.6,3.0,959.3,935.6,269.9,707.2,713.9,878.2,162.6,184.4,918.4,780.3,913.3,986.0,382.8,626.8,994.3,131.4,162.0,463.5,195.7,542.3,845.1,397.8,660.8,296.9,784.1,477.7,990.8,267.5,57.9,106.1,192.6,948.5,256.0,979.7,107.6,959.7,906.9,607.1,173.4,66.5,560.1,931.7,215.8,245.9,737.3,934.1,880.7,979.1,941.5,25.6,663.6,957.5,727.1,993.6,446.1,317.7,55.9,81.8,97.8,847.6,267.3,669.0,886.7,902.8,681.3,139.6,280.8,884.4,205.7,918.4,159.0,796.3,260.7,654.4,286.9,137.5,961.2,0.0,739.1,165.5
ZV,678.4,691.1,50.2,92.7,207.3,478.7,749.8,757.8,230.5,721.7,478.2,704.0,191.1,179.6,41.6,402.5,377.9,511.7,334.4,164.3,280.4,388.4,447.5,392.9,389.0,302.9,229.4,346.5,386.9,400.1,194.5,261.2,352.6,314.7,495.5,377.3,473.7,744.5,366.6,754.2,721.2,716.9,719.4,422.4,416.8,296.6,236.3,735.2,369.0,612.0,601.0,707.7,486.7,396.6,218.5,320.0,1464.3,168.5,484.2,589.0,167.7,662.6,195.6,374.1,14.8,429.0,531.6,638.0,377.4,642.8,711.3,655.3,402.4,375.1,429.3,675.8,628.7,400.8,717.8,419.6,444.8,602.8,178.3,25.1,476.7,662.2,588.8,343.1,41.1,422.5,435.3,469.1,321.0,425.6,743.0,655.1,422.6,597.5,307.2,443.6,448.0,355.0,668.5,44.9,271.9,259.3,495.1,763.4,699.3,637.3,457.7,645.6,429.0,657.8,288.8,515.2,242.7,599.5,755.3,377.2,392.0,587.6,635.5,148.9,365.4,411.5,509.5,401.8,724.0,89.0,487.9,159.1,327.3,303.8,434.1,706.7,738.7,691.0,166.2,627.3,199.1,417.5,501.3,201.4,751.2,670.4,309.1,577.5,402.6,734.2,57.1,480.2,348.6,658.5,610.6,311.2,720.8,0.0,639.2
ZX,141.1,121.1,683.0,712.2,570.8,707.5,212.5,187.8,698.7,151.7,196.5,134.0,699.1,599.5,588.8,473.6,840.2,804.0,803.3,632.5,499.8,832.7,851.9,855.2,851.3,771.8,592.9,815.4,791.3,426.2,729.6,382.2,433.9,328.2,790.6,810.6,707.1,174.5,559.4,184.2,183.9,146.9,149.4,884.7,885.7,496.0,599.8,165.2,274.5,132.7,121.6,164.8,178.8,765.1,686.7,788.9,1246.0,743.5,779.3,86.0,682.4,92.6,663.8,269.4,647.6,838.4,107.1,120.7,338.1,167.5,174.0,48.8,846.7,303.8,234.1,105.8,91.4,810.2,147.8,852.9,829.2,150.6,600.8,607.5,771.8,124.9,67.3,812.0,673.9,806.9,879.6,294.4,520.4,887.9,173.0,117.8,357.1,30.1,526.6,738.7,309.4,554.4,131.3,677.7,371.3,884.4,130.2,193.4,129.3,75.5,842.1,90.4,873.3,87.8,853.3,800.5,462.1,56.3,185.3,630.0,825.3,96.5,80.3,630.9,827.7,774.3,872.7,835.1,154.0,557.2,851.1,620.7,887.2,339.7,229.3,136.7,168.7,121.0,741.2,130.1,562.6,780.3,796.4,574.9,181.2,115.2,778.0,86.4,812.0,164.2,689.9,172.3,548.0,121.3,93.3,854.8,150.8,632.7,0.0
