from_stop,AC,AG,AI,AV,AZ,BB,BF,BJ,BP,BQ,CL,CP,CQ,CR,CT,CU,CZ,DI,DL,DZ,EB,EE,EI,EJ,EN,EP,ET,FC,FJ,FL,FP,FW,GB,GE,GG,GN,GO,GS,GT,HI,HJ,HV,IA,IB,ID,IE,IG,II,IK,IL,IR,IS,IW,JA,JC,JG,JI,JK,JP,KE,KI,KK,KM,KQ,KX,KY,LB,LG,LI,LJ,LY,MF,MP,MS,MT,MZ,NB,ND,NE,NF,NM,NN,NY,NZ,OA,OD,OE,OI,OK,ON,OT,OW,OZ,PA,PD,PJ,PN,PO,PQ,PR,PU,PV,PW,QD,QP,QR,QV,RA,RC,RF,RK,RO,RQ,RR,RS,RV,SD,SI,SL,SM,SN,TA,TC,TJ,TL,TV,UD,UE,UF,UJ,UL,UM,UN,UQ,UZ,VA,VD,VE,VG,VQ,VV,WC,WD,WE,WL,WT,XA,XJ,XL,XP,XT,YA,YL,YM,YN,YT,YV,ZO,ZW,ZX
VV,756.2,315.5,320.0,450.4,803.5,719.8,206.8,143.7,745.4,217.7,190.6,816.5,108.0,600.1,731.2,750.0,513.4,8.5,682.0,72.8,711.0,37.9,722.1,643.4,120.2,607.1,730.4,680.5,738.5,290.5,293.4,64.2,754.3,623.7,804.1,772.3,256.5,393.6,274.8,583.4,808.3,721.5,162.2,243.7,75.8,193.1,233.6,642.4,553.8,770.9,82.3,334.2,681.0,149.4,733.7,690.4,353.1,82.5,164.0,668.4,515.8,105.3,222.3,728.3,708.2,148.6,601.5,658.0,408.7,416.5,507.6,336.9,189.6,705.6,706.0,321.4,331.9,244.0,288.2,691.9,470.7,147.3,161.2,699.7,617.4,740.0,250.9,371.2,346.0,727.7,153.1,392.6,349.8,256.1,177.7,443.2,703.5,178.6,705.9,696.2,646.6,208.2,116.9,735.8,683.5,226.2,156.9,759.5,359.0,696.4,134.7,775.4,690.4,523.2,30.2,98.6,219.3,689.1,1708.4,650.1,224.3,755.4,528.6,144.4,775.3,277.4,551.3,708.6,749.2,525.5,741.7,288.4,98.9,186.8,595.3,270.3,74.1,221.6,117.8,521.8,0.0,77.3,836.6,654.3,136.4,607.0,750.7,140.6,681.8,425.0,45.2,810.0,697.2,588.7,157.2,652.5,700.8,585.3,93.3,384.7
WC,752.6,311.9,309.1,482.7,799.9,725.1,152.7,178.9,739.3,267.4,256.7,812.9,72.9,640.0,779.2,789.9,560.6,84.4,678.4,67.0,707.4,53.4,718.5,691.4,116.9,647.0,787.1,676.9,734.9,286.9,289.8,60.9,750.7,620.1,843.9,820.3,328.3,416.0,271.2,615.7,853.2,717.9,108.1,235.3,21.7,139.0,233.9,636.3,586.1,797.4,136.1,390.6,677.4,145.8,781.7,730.3,351.3,79.2,109.9,664.8,548.1,87.3,218.8,776.3,756.2,213.3,629.4,706.0,405.1,446.3,554.8,330.8,233.8,699.5,754.0,364.5,328.3,315.8,357.5,688.3,503.0,93.2,107.1,699.9,662.9,736.4,322.7,433.9,342.4,724.1,99.0,389.0,421.3,250.0,123.6,475.5,757.3,186.6,702.3,692.6,686.5,197.3,62.8,732.2,731.5,217.8,102.8,807.5,382.0,739.6,101.0,771.8,730.3,584.8,51.6,34.1,165.2,727.5,1744.7,644.0,215.9,751.8,525.0,140.8,771.7,269.0,547.7,705.0,745.6,561.6,738.1,280.0,28.8,194.8,591.7,266.7,70.8,218.0,219.4,554.1,73.8,0.0,876.4,702.9,101.3,603.4,747.1,105.5,678.2,457.3,35.0,839.5,742.9,585.1,153.6,692.4,697.2,613.1,147.1,454.7
WD,184.3,765.5,803.3,442.2,231.6,280.3,918.0,827.9,294.5,843.0,822.2,388.8,929.8,386.7,211.3,298.5,458.3,857.2,267.2,876.9,344.0,884.6,372.6,251.8,852.8,381.6,262.3,366.0,270.1,681.4,684.3,870.8,305.9,372.8,40.6,171.9,659.5,588.1,778.6,450.5,284.9,352.0,891.4,788.0,869.9,922.3,709.3,290.4,463.5,229.1,860.4,548.5,352.7,811.0,120.0,347.2,596.9,815.1,893.2,318.9,460.7,952.0,924.6,254.1,188.3,832.8,357.8,235.5,799.6,449.3,452.5,725.3,828.3,367.1,231.8,759.0,639.3,626.4,609.3,342.4,466.1,875.9,872.4,255.1,361.3,291.9,666.1,591.8,736.9,304.2,882.3,783.5,568.5,757.4,906.9,504.9,228.2,802.2,237.5,325.7,343.3,750.0,820.0,357.2,291.9,770.5,886.1,239.6,776.5,217.4,867.3,284.1,347.2,442.8,836.8,923.7,930.5,315.5,2080.6,298.1,768.6,183.5,352.7,743.8,103.1,751.7,490.9,339.1,280.8,470.4,372.2,774.2,927.7,810.4,294.2,774.1,880.7,693.4,760.8,462.2,846.6,897.4,0.0,191.9,889.4,383.4,316.8,862.6,352.0,495.9,851.8,271.2,231.7,300.8,794.5,335.4,325.5,365.8,871.4,511.9
WE,213.7,603.9,641.7,250.2,261.0,139.1,760.9,635.9,161.7,681.7,637.3,296.7,737.8,194.9,76.2,128.3,266.3,664.7,193.1,684.4,269.9,692.6,255.8,59.8,695.7,178.5,95.9,272.4,178.0,520.3,522.7,678.8,173.6,216.3,149.1,117.3,467.5,396.1,621.5,247.4,249.2,277.4,734.3,630.4,727.2,765.2,548.3,201.8,271.0,211.8,667.9,356.5,160.7,619.0,78.7,144.1,403.1,658.0,736.1,202.1,268.7,760.0,732.6,73.3,53.2,640.8,165.0,43.5,638.5,257.3,260.5,563.7,636.3,274.5,51.0,597.9,446.8,434.4,416.8,225.6,274.1,718.8,715.3,105.3,165.6,199.3,474.1,387.5,575.8,212.1,725.2,622.4,376.5,600.3,749.8,312.9,93.1,645.1,144.9,233.6,151.3,592.9,662.9,265.1,99.9,612.9,729.0,104.5,635.5,41.4,710.2,192.0,144.1,276.1,644.8,731.7,773.4,123.5,1945.5,193.5,611.5,212.9,278.6,586.7,120.5,590.6,354.0,265.0,188.2,278.4,265.5,613.1,735.2,652.8,220.1,617.0,688.7,536.3,564.5,269.7,656.6,705.4,181.6,0.0,731.8,191.4,224.7,705.5,160.0,303.9,659.8,250.9,62.7,226.7,637.4,132.3,251.4,173.8,679.4,319.9
WL,766.3,308.0,358.2,496.4,813.6,729.9,89.1,192.6,753.0,214.4,277.5,826.6,31.0,653.7,792.9,803.6,574.3,141.3,692.1,156.9,721.1,138.8,732.2,705.1,189.9,660.7,800.8,690.6,748.6,300.6,303.5,106.9,764.4,633.8,857.6,834.0,409.4,429.7,321.4,629.4,866.9,731.6,105.7,249.0,98.3,156.6,243.7,650.0,599.8,811.1,194.9,404.3,691.1,159.5,795.4,744.0,363.2,110.6,127.5,678.5,561.8,172.7,172.5,790.0,769.9,227.0,643.1,719.7,399.8,460.0,568.5,344.5,247.5,713.2,767.7,292.2,342.0,396.9,405.6,702.0,516.7,134.8,43.5,713.6,676.6,750.1,403.8,435.3,304.4,737.8,116.6,383.7,435.0,263.7,141.2,489.2,809.8,206.4,716.0,706.3,700.2,211.0,76.5,745.9,745.2,231.5,147.9,821.2,329.8,753.3,142.6,785.5,744.0,569.2,141.5,82.0,101.6,741.2,1774.6,657.7,229.6,765.5,538.7,154.5,785.4,306.6,561.4,718.7,759.3,575.3,751.8,329.1,86.0,199.5,605.4,280.4,144.1,231.7,233.1,567.8,152.8,114.8,890.1,716.0,0.0,617.1,760.8,66.7,691.9,471.0,124.9,853.2,756.6,598.8,167.3,706.1,710.9,626.8,205.9,468.4
WT,226.3,511.2,549.0,149.5,273.6,198.8,667.7,569.5,213.0,592.7,563.8,327.3,671.4,43.3,268.4,193.2,150.0,598.8,152.1,618.5,183.6,626.2,96.2,218.1,602.5,50.3,190.4,205.6,208.6,427.1,430.0,612.4,224.4,24.8,317.6,337.8,374.3,302.9,528.3,60.9,326.9,191.6,641.1,537.7,619.6,672.0,459.0,110.0,203.3,271.1,602.0,263.3,109.9,552.6,285.9,133.6,311.7,564.8,642.9,78.4,83.7,693.6,666.2,265.5,245.4,574.4,25.9,195.2,545.3,170.4,144.2,471.0,569.9,229.3,243.2,504.7,354.1,341.2,324.1,54.8,187.2,625.6,622.1,173.6,66.2,219.2,380.9,306.6,482.6,206.9,632.0,529.2,289.6,507.1,656.6,212.2,285.3,551.9,176.0,225.5,89.8,499.7,569.7,262.0,200.8,520.2,635.8,296.7,522.2,228.8,617.0,222.6,133.6,53.2,578.4,665.3,680.2,160.0,1914.5,109.2,518.3,225.5,90.1,493.5,245.4,497.4,228.3,178.7,219.3,162.1,211.8,519.9,669.3,560.1,65.4,523.8,622.3,443.1,502.4,170.1,588.2,639.0,350.1,192.1,639.1,0.0,229.9,612.3,110.7,217.0,593.4,313.2,211.8,58.8,544.2,95.7,170.9,52.8,613.0,233.0
XA,187.2,644.9,682.7,343.1,234.5,141.7,797.4,709.5,155.9,722.4,708.8,168.3,757.3,249.9,306.1,214.6,329.8,793.4,146.6,760.8,111.5,789.8,241.6,235.9,732.2,244.8,211.8,95.1,52.0,560.8,563.7,710.8,167.3,241.8,278.5,298.7,567.9,496.5,658.0,313.7,287.8,101.5,770.8,667.4,749.3,801.7,588.7,159.4,460.9,232.0,841.5,456.9,200.5,660.8,246.8,210.4,505.3,694.5,772.6,187.9,336.5,823.7,905.7,303.2,283.1,728.3,277.8,214.9,679.0,401.1,324.0,604.7,685.9,97.7,280.9,638.4,547.7,534.8,517.7,211.4,417.9,755.3,751.8,116.5,224.5,33.0,574.5,500.2,616.3,34.8,761.7,662.9,498.3,636.8,786.3,405.8,323.0,681.6,78.3,56.3,234.8,629.4,699.4,130.4,185.7,649.9,765.5,334.4,655.9,266.5,746.7,24.6,210.4,306.0,745.4,788.5,809.9,222.2,2166.4,167.1,648.0,186.4,232.1,623.2,206.3,631.1,370.3,138.7,60.3,341.9,88.2,653.6,783.2,689.8,173.6,653.5,748.0,572.8,700.9,387.6,782.8,761.3,311.0,229.8,768.8,290.6,0.0,742.0,201.3,444.3,728.8,274.1,215.2,180.2,673.9,198.6,204.9,363.2,852.5,441.7
XJ,724.4,283.7,280.9,454.5,771.7,696.9,100.2,150.7,711.1,257.2,228.5,784.7,60.1,611.8,751.0,761.7,532.4,132.4,650.2,115.0,679.2,96.9,690.3,663.2,106.4,618.8,758.9,648.7,706.7,258.7,261.6,65.0,722.5,591.9,815.7,792.1,326.1,387.8,243.0,587.5,825.0,689.7,97.9,207.1,56.4,128.8,205.7,608.1,557.9,769.2,184.1,362.4,649.2,117.6,753.5,702.1,323.1,68.7,99.7,636.6,519.9,130.8,183.6,748.1,728.0,185.1,601.2,677.8,376.9,418.1,526.6,302.6,205.6,671.3,725.8,336.3,300.1,313.6,363.7,660.1,474.8,83.0,54.6,671.7,634.7,708.2,320.5,405.7,314.2,695.9,88.8,360.8,393.1,221.8,113.4,447.3,767.9,158.4,674.1,664.4,658.3,169.1,34.6,704.0,703.3,189.6,92.6,779.3,353.8,711.4,90.8,743.6,702.1,556.6,99.6,95.6,112.7,699.3,1798.4,615.8,187.7,723.6,496.8,112.6,743.5,240.8,519.5,676.8,717.4,533.4,709.9,251.8,90.3,166.6,563.5,238.5,102.2,189.8,191.2,525.9,121.8,86.7,848.2,674.7,71.6,575.2,718.9,0.0,650.0,429.1,83.0,811.3,714.7,556.9,125.4,664.2,669.0,584.9,195.1,426.5
XL,191.3,573.8,611.6,212.1,238.6,163.8,730.3,670.4,178.0,655.3,631.3,289.7,690.2,59.7,237.6,128.1,212.6,662.4,117.1,700.1,130.6,689.8,95.7,107.3,665.1,54.6,125.3,152.6,173.6,489.7,492.6,643.7,189.4,95.9,282.6,302.8,436.9,365.5,590.9,123.5,291.9,138.6,703.7,600.3,682.2,734.6,521.6,41.7,306.0,236.1,702.9,325.9,0.7,653.5,250.9,68.5,374.3,627.4,705.5,42.0,146.3,757.2,767.1,227.0,214.6,675.3,106.5,146.4,607.9,270.1,206.8,533.6,618.8,176.3,204.7,567.3,416.7,403.8,386.7,65.5,286.9,688.2,684.7,119.3,34.3,166.2,443.5,369.2,545.2,153.9,694.6,591.8,367.3,569.7,719.2,274.8,254.5,614.5,141.0,172.5,44.6,562.3,632.3,209.0,90.0,582.8,698.4,265.9,584.8,190.3,679.6,201.6,68.5,115.8,660.0,721.4,742.8,49.2,1995.1,33.9,580.9,190.5,157.3,556.1,210.4,560.0,295.5,125.7,193.5,224.7,158.8,582.5,716.1,622.7,98.8,586.4,703.9,505.7,569.9,256.6,651.8,694.2,315.1,161.3,701.7,100.4,176.9,674.9,0.0,313.3,675.0,278.2,146.7,105.4,606.8,30.6,135.9,208.3,713.9,310.7
XP,437.3,372.7,410.5,117.6,484.6,409.8,529.2,456.0,424.0,454.2,430.2,538.3,489.1,249.5,374.1,399.4,162.8,461.3,363.1,499.0,394.6,488.7,321.9,286.3,464.0,256.5,373.3,416.6,419.6,288.6,291.5,442.6,435.4,250.5,447.0,415.2,235.8,164.4,389.8,232.8,537.9,402.6,502.6,399.2,481.1,533.5,320.5,321.0,181.0,482.1,531.0,124.8,319.9,392.6,376.6,339.8,173.2,426.3,504.4,304.1,165.2,556.1,638.4,371.2,351.1,460.9,200.0,300.9,406.8,41.2,157.0,332.5,417.7,440.3,348.9,366.2,215.6,202.7,185.6,280.5,97.9,487.1,483.6,384.6,272.4,430.2,242.4,168.1,344.1,417.9,493.5,390.7,144.8,368.6,518.1,110.4,391.0,413.4,387.0,436.5,296.0,361.2,431.2,473.0,326.4,381.7,497.3,402.4,383.7,334.5,478.5,433.6,339.8,201.9,458.9,520.3,541.7,338.5,2025.4,328.7,379.8,436.5,209.7,355.0,418.4,358.9,250.5,389.7,430.3,174.9,422.8,381.4,515.0,421.6,276.4,385.3,502.8,304.6,368.8,189.0,450.7,493.1,479.5,297.8,500.6,225.6,440.9,473.8,319.2,0.0,473.9,524.2,337.8,269.8,405.7,301.9,381.9,208.0,542.0,88.2
XT,710.9,270.2,267.4,441.0,758.2,683.4,158.1,137.2,697.6,185.7,215.0,771.2,118.5,598.3,737.5,748.2,518.9,49.3,636.7,31.9,665.7,76.7,676.8,649.7,74.9,605.3,745.4,635.2,693.2,245.2,248.1,18.9,709.0,578.4,802.2,778.6,293.2,374.3,229.5,574.0,811.5,676.2,131.5,193.6,67.3,162.4,192.2,594.6,544.4,755.7,101.0,348.9,635.7,104.1,740.0,688.6,309.6,37.2,133.3,623.1,506.4,144.1,241.0,734.6,714.5,171.6,587.7,664.3,363.4,404.6,513.1,289.1,192.1,657.8,712.3,322.8,286.6,280.7,350.2,646.6,461.3,98.0,112.5,658.2,621.2,694.7,287.6,392.2,300.7,682.4,122.4,347.3,379.6,208.3,147.0,433.8,722.2,144.9,660.6,650.9,644.8,155.6,60.1,690.5,689.8,176.1,126.2,765.8,340.3,697.9,89.4,730.1,688.6,543.1,16.5,79.7,170.6,685.8,1709.6,602.3,174.2,710.1,483.3,99.1,730.0,227.3,506.0,663.3,703.9,519.9,696.4,238.3,74.4,153.1,550.0,225.0,28.8,176.3,177.7,512.4,38.7,45.5,834.7,661.2,129.5,561.7,705.4,102.7,636.5,415.6,0.0,797.8,701.2,543.4,111.9,650.7,655.5,571.4,112.0,413.0
YA,108.6,795.8,833.6,441.2,97.4,257.8,952.3,769.6,272.0,845.3,763.9,366.3,871.5,366.0,218.6,350.0,427.9,798.9,244.7,818.6,321.5,826.3,350.1,303.3,868.5,360.9,313.8,316.4,247.6,711.7,714.6,812.5,283.4,350.3,235.2,122.9,613.9,624.2,812.9,429.8,86.9,329.5,925.7,822.3,860.9,956.6,743.6,267.9,515.0,54.1,802.1,540.5,309.0,752.7,164.8,326.5,633.0,830.8,927.5,296.4,452.6,893.7,866.3,305.6,191.1,774.5,409.3,287.0,829.9,500.8,422.1,755.6,770.0,339.0,283.3,789.3,675.4,580.8,578.1,319.9,517.6,891.6,906.7,232.6,340.6,269.4,620.5,589.8,767.2,281.7,916.6,813.8,556.1,791.7,941.2,503.9,141.9,804.5,215.0,303.2,394.8,784.3,854.3,334.7,343.4,804.8,920.4,187.0,806.8,268.9,883.0,261.6,326.5,422.1,778.5,865.4,975.3,367.0,1963.0,275.6,802.9,146.5,330.2,776.7,206.6,782.0,468.4,316.6,258.3,440.0,349.7,804.5,869.4,812.7,271.7,808.4,822.4,727.7,702.5,513.7,788.3,839.1,267.7,243.4,899.9,349.9,294.3,904.1,309.8,547.4,793.5,0.0,283.2,278.3,828.8,314.7,303.0,417.3,813.1,563.4
YL,200.3,656.7,692.2,302.5,247.6,125.7,813.2,688.2,148.8,731.7,689.6,283.3,790.1,170.2,117.3,84.6,318.6,715.2,179.7,737.2,256.5,744.9,234.2,74.3,748.0,165.1,30.5,259.0,164.6,572.6,573.2,731.1,160.2,234.4,190.2,158.4,519.8,448.4,673.8,234.0,300.9,264.5,786.6,680.9,779.5,817.5,600.6,180.2,321.5,245.1,720.7,408.8,139.1,671.3,119.8,130.7,455.4,710.3,788.4,180.5,256.8,812.3,784.9,96.4,94.3,693.1,217.3,66.7,690.8,307.3,312.8,616.5,688.6,261.6,74.1,650.2,497.3,486.7,467.3,204.0,326.4,771.1,767.6,91.9,152.2,186.4,526.4,439.8,628.1,198.7,777.5,674.7,428.8,650.3,802.1,365.2,134.2,697.4,132.0,220.2,155.1,642.9,715.2,251.7,71.8,665.7,781.3,145.6,687.8,64.5,762.5,178.6,130.7,250.0,697.1,780.7,825.7,119.0,1986.6,172.4,663.8,199.5,265.2,639.0,161.6,642.9,403.4,251.6,177.6,330.7,252.1,665.4,785.7,705.6,206.7,669.3,738.7,588.6,616.8,320.2,708.9,757.7,222.7,52.7,784.6,210.9,211.3,757.8,138.4,356.2,712.1,287.2,0.0,213.3,689.7,118.9,238.0,226.1,731.7,372.2
YM,167.4,464.6,502.4,162.8,214.7,139.9,617.1,529.2,154.1,542.1,528.5,268.4,577.0,152.8,304.3,221.2,149.5,613.1,93.2,580.5,124.7,609.5,133.3,200.4,551.9,147.7,218.4,146.7,149.7,380.5,383.4,530.5,165.5,133.5,258.7,278.9,387.6,316.2,477.7,132.5,268.0,132.7,590.5,487.1,569.0,621.4,408.4,51.1,268.0,212.2,661.2,276.6,92.2,480.5,227.0,161.6,325.0,514.2,592.3,79.6,182.4,643.4,725.4,301.4,281.3,548.0,97.5,213.1,498.7,220.8,143.7,424.4,505.6,170.4,279.1,458.1,367.4,354.5,337.4,103.1,237.6,575.0,571.5,114.7,127.4,160.3,394.2,319.9,436.0,148.0,581.4,482.6,318.0,456.5,606.0,225.5,323.0,501.3,117.1,166.6,137.7,449.1,519.1,203.1,183.1,469.6,585.2,332.6,475.6,264.7,566.4,163.7,161.6,124.8,565.1,608.2,629.6,142.3,1986.1,58.8,467.7,166.6,51.8,442.9,186.5,450.8,190.0,119.8,160.4,161.6,152.9,473.3,602.9,509.5,6.5,473.2,567.7,392.5,520.6,207.3,602.5,581.0,291.2,228.0,588.5,71.5,171.0,561.7,93.0,264.0,548.5,254.3,213.4,0.0,493.6,123.7,112.0,124.4,672.2,261.4
YN,676.6,235.9,233.1,406.7,723.9,649.1,181.1,102.9,663.3,151.4,180.7,736.9,141.0,564.0,703.2,713.9,484.6,161.9,602.4,144.5,631.4,173.5,642.5,615.4,115.9,571.0,711.1,600.9,658.9,210.9,213.8,94.5,674.7,544.1,767.9,744.3,278.3,340.0,195.2,539.7,777.2,641.9,154.5,159.3,133.0,185.4,157.9,560.3,510.1,721.4,213.6,314.6,601.4,69.8,705.7,654.3,275.3,78.2,156.3,588.8,472.1,207.4,264.5,700.3,680.2,137.3,553.4,630.0,329.1,370.3,478.8,254.8,157.8,623.5,678.0,288.5,252.3,265.8,315.9,612.3,427.0,139.0,135.5,623.9,586.9,660.4,272.7,357.9,266.4,648.1,145.4,313.0,345.3,174.0,170.0,399.5,720.1,110.6,626.3,616.6,610.5,121.3,83.1,656.2,655.5,141.8,149.2,731.5,306.0,663.6,130.4,695.8,654.3,508.8,129.1,172.2,193.6,651.5,1750.6,568.0,139.9,675.8,449.0,64.8,695.7,193.0,471.7,629.0,669.6,485.6,662.1,204.0,166.9,118.8,515.7,190.7,131.7,142.0,143.4,478.1,151.3,145.0,800.4,626.9,152.5,527.4,671.1,125.7,602.2,381.3,112.5,763.5,666.9,509.1,0.0,616.4,621.2,537.1,224.6,378.7
YT,210.8,565.3,603.1,203.6,258.1,135.1,721.8,661.9,149.3,646.8,622.8,283.8,681.7,51.2,206.9,97.4,204.1,653.9,136.6,691.6,150.1,681.3,115.2,116.8,656.6,46.1,94.6,172.1,165.1,481.2,484.1,635.2,160.7,115.4,302.1,248.0,428.4,357.0,582.4,115.0,311.4,158.1,695.2,591.8,673.7,726.1,513.1,61.2,297.5,255.6,694.4,317.4,20.1,645.0,209.4,37.8,365.8,618.9,697.0,61.5,137.8,748.7,758.6,196.3,183.9,666.8,98.0,115.7,599.4,261.6,198.3,525.1,610.3,195.8,174.0,558.8,408.2,395.3,378.2,85.0,278.4,679.7,676.2,88.6,25.8,185.7,435.0,360.7,536.7,173.4,686.1,583.3,358.8,561.2,710.7,266.3,223.8,606.0,132.5,192.0,36.1,553.8,623.8,228.5,86.5,574.3,689.9,235.2,576.3,159.6,671.1,179.1,37.8,107.3,651.5,712.9,734.3,58.7,1986.6,53.4,572.4,210.0,185.9,547.6,229.9,551.5,291.8,145.2,175.8,216.2,178.3,574.0,707.6,614.2,118.3,577.9,695.4,497.2,561.4,248.1,643.3,685.7,334.6,130.6,693.2,91.9,196.4,666.4,19.4,304.8,666.5,297.7,116.0,124.9,598.3,0.0,155.4,199.8,705.4,302.2
YV,159.8,564.4,602.2,262.6,207.1,132.3,716.9,629.0,146.5,641.9,628.3,260.8,676.8,191.0,296.7,205.2,249.3,712.9,85.6,680.3,142.9,709.3,171.5,226.5,651.7,185.9,202.4,164.9,142.1,480.3,483.2,630.3,157.9,171.7,251.1,271.3,487.4,416.0,577.5,254.8,260.4,150.9,690.3,586.9,668.8,721.2,508.2,89.3,367.8,204.6,761.0,376.4,130.4,580.3,219.4,201.0,424.8,614.0,692.1,117.8,277.6,743.2,825.2,293.8,273.7,647.8,197.3,205.5,598.5,320.6,243.5,524.2,605.4,188.6,271.5,557.9,467.2,454.3,437.2,141.3,337.4,674.8,671.3,107.1,165.6,178.5,494.0,419.7,535.8,166.2,681.2,582.4,417.8,556.3,705.8,325.3,315.4,601.1,109.5,184.8,175.9,548.9,618.9,221.3,176.3,569.4,685.0,325.0,575.4,257.1,666.2,156.1,201.0,247.1,664.9,708.0,729.4,180.5,2085.9,97.0,567.5,159.0,151.6,542.7,178.9,550.6,289.8,138.0,152.8,261.4,171.1,573.1,702.7,609.3,93.1,573.0,667.5,492.3,620.4,307.1,702.3,680.8,283.6,220.4,688.3,171.3,189.2,661.5,131.2,363.8,648.3,246.7,205.8,99.7,593.4,189.2,0.0,224.2,772.0,361.2
ZO,268.0,503.0,540.8,141.3,315.3,240.5,659.5,560.7,254.7,584.5,555.0,369.0,662.6,45.1,304.5,195.0,157.4,590.0,193.8,609.7,225.3,617.4,137.9,192.2,594.3,52.1,192.2,247.3,250.3,418.9,421.8,603.6,266.1,66.5,359.3,345.6,366.1,294.7,520.1,82.7,368.6,233.3,632.9,529.5,611.4,663.8,450.8,151.7,194.5,312.8,593.2,255.1,115.5,543.8,327.6,135.4,303.5,556.6,634.7,120.1,99.7,684.8,657.4,293.9,281.5,565.6,16.0,213.3,537.1,161.6,151.6,462.8,561.1,271.0,271.6,496.5,345.9,333.0,315.9,96.5,178.4,617.4,613.9,186.2,68.0,260.9,372.7,298.4,474.4,248.6,623.8,521.0,280.8,498.9,648.4,204.0,321.4,543.7,217.7,267.2,91.6,491.5,561.5,303.7,174.9,512.0,627.6,332.8,514.0,257.2,608.8,264.3,135.4,75.0,569.6,656.5,672.0,134.1,1905.7,148.8,510.1,267.2,131.8,485.3,287.1,489.2,270.0,220.4,261.0,169.5,253.5,511.7,660.5,551.9,107.1,515.6,613.5,434.9,493.6,161.3,579.4,630.2,391.8,228.2,630.9,41.6,271.6,604.1,114.8,208.2,584.6,354.9,213.6,100.5,536.0,97.5,212.6,0.0,604.2,224.2
ZW,840.0,399.3,396.5,552.2,849.5,812.5,240.5,245.5,826.7,412.6,285.3,900.3,165.5,671.2,766.5,798.1,584.5,119.5,765.8,154.1,794.8,124.4,734.5,678.7,204.0,678.2,765.7,764.3,822.3,374.3,377.2,148.0,838.1,663.1,839.4,807.6,358.3,503.4,358.6,654.5,843.6,805.3,248.7,322.7,162.3,279.6,321.3,723.7,589.7,806.2,11.0,436.0,741.6,233.2,769.0,761.5,438.7,166.3,250.5,752.2,586.9,191.8,257.6,763.6,743.5,300.7,612.6,693.3,492.5,515.8,578.7,418.2,291.4,786.9,741.3,451.9,415.7,345.8,387.5,693.1,572.5,227.1,194.9,787.3,694.1,823.8,352.7,485.3,429.8,811.5,239.6,476.4,451.6,337.4,264.2,545.0,738.8,274.0,789.7,780.0,686.0,284.7,207.9,819.6,718.8,305.2,243.4,794.8,469.4,726.9,218.5,859.2,761.5,623.6,114.0,159.4,253.0,742.4,1726.2,731.4,303.3,839.2,612.4,228.2,810.8,356.4,635.1,792.4,833.0,596.6,825.5,367.4,163.4,282.2,679.1,354.1,157.9,305.4,223.9,588.4,131.0,163.8,871.9,690.2,193.9,638.2,834.5,198.1,740.9,526.8,129.0,845.3,730.2,672.5,241.0,723.6,784.6,620.6,0.0,486.5
ZX,437.6,355.2,393.0,100.1,484.9,410.1,511.7,375.0,424.3,436.7,349.2,538.6,477.8,249.8,375.2,399.7,163.1,380.3,363.4,418.0,394.9,407.7,323.0,287.4,446.5,256.8,374.4,416.9,419.9,271.1,274.0,411.9,435.7,251.6,448.1,416.3,154.8,146.9,372.3,233.1,538.2,402.9,485.1,381.7,445.6,516.0,303.0,321.3,182.1,482.4,450.0,58.9,320.2,358.1,377.7,340.1,155.7,408.8,486.9,349.8,165.5,475.1,547.0,372.3,352.2,379.9,201.1,302.0,389.3,42.3,157.3,315.0,355.3,440.6,350.0,348.7,198.1,121.7,119.0,281.6,99.0,469.6,466.1,384.9,272.7,430.5,161.4,108.2,326.6,418.2,476.0,373.2,56.5,351.1,500.6,92.9,392.1,395.9,387.3,436.8,296.3,343.7,413.7,473.3,327.5,364.2,479.8,403.5,366.2,335.6,461.0,433.9,340.1,202.2,377.9,471.7,524.2,338.8,1924.8,329.0,362.3,436.8,210.0,337.5,419.5,341.4,250.8,390.0,430.6,175.2,423.1,363.9,470.7,404.1,276.7,367.8,421.8,287.1,287.8,171.5,369.7,447.1,480.6,298.9,483.1,226.7,441.2,456.3,319.5,53.3,392.9,524.5,338.9,270.1,388.2,302.2,382.2,209.1,461.0,0.0
