from_stop,AA,AB,AI,AK,AM,AP,AZ,BB,BC,BD,BK,BQ,BW,BY,CC,CR,CT,CV,CW,CY,DD,DV,DX,EB,EC,EE,EI,EM,FB,FL,FW,FY,GB,GC,GJ,GK,GM,GN,GW,GX,HA,HB,HD,HF,HP,HS,HZ,IC,IK,IO,IR,IT,IU,IW,IX,JA,JB,JC,JH,JS,JU,KB,KH,KI,KJ,KP,KV,KW,LD,LP,LQ,LY,MA,MC,MD,MG,MI,MJ,MY,NA,NG,NM,NN,NQ,NU,NW,OA,OE,OI,OP,OQ,OW,OZ,PA,PB,PD,PJ,PN,PQ,PS,PV,QC,QD,QH,QJ,QL,QT,QW,RI,RQ,RS,RV,RX,SB,SE,SF,SK,SM,SR,SS,TD,TG,TI,TS,TZ,UD,UJ,UO,UT,UY,UZ,VD,VI,VK,VM,VQ,VR,VX,WB,WD,WE,WK,XC,XG,XJ,XK,XP,XQ,XV,XZ,YB,YK,YL,YQ,YX,ZA,ZH,ZX
XP,555.9,552.4,345.4,444.6,352.4,339.4,404.9,291.3,362.7,449.7,369.6,359.8,377.7,345.4,391.9,771.4,106.2,371.3,583.9,738.5,440.9,287.4,344.9,366.1,249.3,381.0,817.3,77.8,828.9,339.5,242.7,389.2,424.6,771.4,718.8,395.4,355.3,381.1,284.1,401.9,373.7,405.5,380.2,457.0,278.1,407.7,415.4,395.6,236.9,225.3,140.8,753.3,289.3,404.1,263.6,369.4,324.9,379.4,401.3,477.2,628.6,445.6,714.2,769.5,482.9,381.1,760.4,309.6,349.4,664.2,347.0,368.5,327.0,330.3,416.4,380.6,405.0,346.3,302.5,702.6,852.8,387.1,787.1,404.7,183.4,346.7,545.8,206.8,43.4,361.3,147.8,405.7,415.9,168.7,278.2,538.8,357.8,432.3,376.2,326.2,355.4,418.1,86.0,276.6,741.2,346.6,422.5,267.3,421.2,792.7,297.3,318.8,446.1,309.9,353.1,348.0,487.0,428.3,424.0,769.8,315.7,757.5,452.9,217.9,348.7,356.0,402.8,363.6,818.5,409.8,364.7,349.0,361.5,331.2,256.9,64.6,369.9,304.4,353.5,341.9,323.5,392.9,713.7,413.7,787.6,800.9,0.0,399.9,284.7,350.3,346.3,796.3,301.5,361.6,1091.0,726.2,352.1,89.3
XQ,224.6,221.1,130.0,113.3,166.9,303.3,133.9,130.5,168.2,118.4,360.7,183.3,101.9,208.2,357.9,782.9,465.3,270.5,252.6,750.0,317.1,261.3,247.1,338.0,268.3,172.4,828.8,605.7,840.4,214.1,245.3,150.2,185.6,782.9,730.3,218.9,196.2,280.3,286.7,224.1,37.7,186.9,279.4,210.5,280.7,211.9,132.8,111.0,184.2,244.3,499.9,764.8,203.3,124.6,237.5,387.7,225.0,202.9,268.8,145.9,640.1,156.4,725.7,778.3,151.6,102.4,771.9,113.1,205.2,675.7,142.7,129.5,369.0,160.6,112.3,255.5,101.4,230.9,132.8,714.1,864.3,199.5,798.6,128.8,467.4,177.0,214.5,271.5,487.6,260.5,506.9,166.7,144.9,527.8,231.1,207.5,349.9,171.6,265.6,103.6,140.0,90.0,573.2,226.3,752.7,296.9,298.7,282.1,158.5,804.2,299.9,103.4,103.1,287.1,208.9,203.8,141.8,239.2,24.0,781.3,146.0,776.3,121.6,240.5,247.9,207.2,210.7,63.2,830.0,233.3,194.9,200.2,122.5,273.2,252.4,588.4,188.9,217.7,290.0,354.1,174.7,61.6,725.2,170.4,799.1,812.4,595.9,0.0,264.2,226.0,80.6,807.8,304.1,185.1,1016.1,737.7,74.5,500.0
XV,407.9,404.4,197.4,296.6,195.4,170.9,256.9,125.3,196.7,301.7,212.1,193.8,229.7,236.7,209.3,822.3,335.7,264.3,435.9,789.4,168.5,185.5,63.2,193.0,138.7,233.0,868.2,476.1,879.8,242.6,81.0,239.6,204.2,822.3,769.7,229.4,213.4,274.1,77.0,178.2,224.1,239.5,273.2,233.3,71.0,259.7,267.4,215.1,109.8,114.7,370.3,804.2,164.6,240.9,156.6,239.1,43.2,213.4,120.2,329.2,679.5,272.7,765.1,817.7,334.9,217.9,811.3,161.6,104.5,715.1,199.0,220.5,220.4,164.3,253.2,194.0,224.5,237.1,136.5,753.5,903.7,239.1,838.0,256.7,337.8,180.7,397.8,141.9,358.0,254.3,377.3,265.0,267.9,398.2,171.2,390.8,201.3,259.4,136.2,160.5,207.4,270.1,443.6,133.9,792.1,73.2,150.1,161.2,274.9,843.6,41.2,170.8,298.1,22.8,155.5,160.6,318.6,204.6,274.4,820.7,149.7,808.4,304.9,92.9,241.7,208.0,179.1,215.6,869.4,243.8,223.4,201.0,213.5,46.4,149.9,458.8,203.9,179.7,80.1,205.5,175.5,244.9,764.6,215.1,838.5,851.8,466.3,250.3,0.0,208.4,183.1,847.2,94.4,195.6,1094.6,777.1,188.9,370.4
XZ,382.2,378.7,179.5,270.9,76.7,281.6,239.0,125.4,111.0,276.0,364.1,129.4,193.6,74.6,361.3,886.8,405.4,146.9,410.2,853.9,320.5,112.7,217.3,341.4,208.4,211.0,932.7,545.8,944.3,80.5,185.4,223.3,258.7,879.1,834.2,165.0,37.4,146.7,226.8,236.0,207.8,175.6,155.8,291.1,220.8,241.8,249.5,132.7,124.3,184.4,440.0,868.7,60.9,185.6,125.0,391.1,195.2,131.0,272.2,303.5,744.0,279.7,829.6,882.2,309.2,208.6,868.1,143.7,183.5,771.9,151.5,202.6,372.4,162.3,173.3,233.8,142.1,97.3,136.6,818.0,968.2,229.4,902.5,238.8,407.5,147.0,364.4,211.6,427.7,136.9,447.0,239.8,250.0,467.9,107.5,365.1,353.3,266.4,243.9,160.0,191.4,247.6,513.3,97.0,860.8,267.1,302.1,232.2,255.3,908.1,233.6,152.9,260.7,257.3,188.0,182.1,236.2,262.4,239.5,877.5,149.8,880.2,279.2,177.9,124.3,200.1,236.9,197.7,933.9,160.8,41.0,183.1,195.6,243.4,103.7,528.5,125.2,104.0,260.2,357.5,157.6,227.0,829.1,243.5,903.0,916.3,536.0,234.0,234.4,0.0,180.4,904.0,244.2,123.5,1139.2,833.9,186.2,450.1
YB,253.7,250.2,111.0,142.4,111.0,222.6,170.5,49.8,112.3,147.5,280.0,109.4,62.9,152.3,277.2,812.0,390.8,214.6,281.7,779.1,236.4,186.8,164.3,260.9,193.8,96.0,857.9,531.2,869.5,158.2,170.8,154.8,203.0,812.0,759.4,145.0,140.3,224.4,212.2,177.0,40.9,135.5,223.5,232.1,206.2,178.2,161.9,100.8,109.7,169.8,425.4,793.9,128.8,57.7,163.0,307.0,144.3,129.0,188.1,175.0,669.2,185.5,754.8,810.1,180.7,34.7,801.0,80.1,124.5,704.8,62.0,134.1,288.3,79.9,70.0,174.8,91.2,152.7,52.1,743.2,893.4,157.6,827.7,89.9,392.9,96.3,243.6,197.0,413.1,204.6,432.4,171.3,181.5,453.3,175.2,236.6,269.2,197.9,187.9,23.2,121.0,115.9,498.7,151.8,781.8,216.2,218.0,234.3,186.8,833.3,224.8,84.4,132.2,206.4,128.2,123.1,172.2,203.4,91.2,810.4,65.3,798.1,150.7,166.0,192.0,126.5,177.9,92.3,859.1,159.4,139.0,119.5,127.1,192.5,196.5,513.9,119.5,143.9,209.3,273.4,94.0,90.7,754.3,179.3,828.2,841.5,521.4,67.1,183.5,180.1,0.0,836.9,229.6,111.2,1045.2,766.8,5.8,425.5
YK,612.4,523.8,680.0,514.0,670.3,817.5,594.3,681.8,678.1,508.9,847.7,610.2,642.3,711.6,870.0,24.8,659.4,773.9,640.4,168.0,919.0,765.5,825.1,844.2,727.4,708.1,127.4,759.9,439.6,717.5,720.8,683.8,719.2,147.5,116.7,684.7,699.6,783.7,762.2,757.7,622.5,632.4,782.8,744.1,756.2,758.7,582.8,670.0,715.0,703.4,694.0,364.0,767.4,660.3,741.7,847.5,803.0,668.7,879.4,535.5,239.3,690.0,198.5,66.8,541.2,683.3,371.1,659.9,756.5,142.0,696.5,663.1,805.1,695.9,648.0,858.7,637.1,692.4,669.2,164.8,97.8,738.1,34.2,664.5,661.5,712.3,602.3,684.9,681.7,763.9,701.0,700.3,613.8,721.9,756.3,595.3,835.9,705.2,857.3,688.1,674.3,537.3,727.4,754.7,139.1,824.7,900.6,733.8,692.1,184.1,769.0,649.8,553.1,788.0,760.2,755.1,677.5,772.8,605.4,167.7,655.9,104.3,551.0,696.0,751.3,781.1,744.3,596.8,91.0,699.1,698.3,720.0,656.1,809.3,735.0,742.6,692.3,781.8,831.6,820.0,748.6,565.7,195.8,704.0,160.7,39.8,726.2,629.5,762.8,729.4,665.4,0.0,779.6,650.9,1243.1,336.9,659.3,654.2
YL,459.6,456.1,249.1,348.3,256.1,237.2,308.6,195.0,266.4,353.4,278.4,263.5,281.4,249.1,275.6,833.0,346.4,275.0,487.6,800.1,234.8,191.1,166.8,259.3,149.4,284.7,878.9,486.8,890.5,243.2,91.7,305.9,270.5,833.0,780.4,299.1,259.0,284.8,27.3,244.5,277.4,309.2,283.9,299.6,48.2,311.4,319.1,299.3,140.6,125.4,381.0,814.9,193.0,307.8,167.3,305.4,151.6,283.1,186.5,380.9,690.2,339.0,775.8,828.4,386.6,284.8,822.0,213.3,212.9,725.8,250.7,272.2,286.7,234.0,320.1,260.3,308.7,250.0,206.2,764.2,914.4,290.8,848.7,308.4,348.5,250.4,449.5,152.6,368.7,265.0,388.0,331.3,319.6,408.9,181.9,442.5,267.6,325.7,202.5,229.9,259.1,321.8,454.3,180.3,802.8,124.9,216.4,171.9,341.2,854.3,120.9,222.5,349.8,133.5,221.8,226.9,390.7,270.9,327.7,831.4,219.4,819.1,356.6,103.6,252.4,259.7,245.4,267.3,880.1,313.5,268.4,252.7,265.2,154.8,160.6,469.5,273.6,208.1,131.8,271.8,227.2,296.6,775.3,281.4,849.2,862.5,477.0,303.6,108.3,254.0,250.0,857.9,0.0,265.3,1105.3,787.8,255.8,381.1
YQ,324.0,320.5,175.0,212.7,95.4,259.1,234.5,86.3,82.6,217.8,316.5,33.6,135.4,100.2,313.7,791.0,427.3,148.9,352.0,758.1,272.9,187.0,202.9,297.4,230.3,152.8,836.9,567.7,848.5,106.1,207.3,218.8,239.5,791.0,738.4,33.7,129.8,158.7,248.7,213.5,156.2,79.3,157.8,268.6,242.7,237.3,245.0,74.5,146.2,206.3,461.9,772.9,185.8,127.4,202.3,343.5,180.8,17.7,224.6,245.3,648.2,275.2,733.8,786.4,251.0,150.0,780.0,139.2,161.0,683.8,101.0,198.1,324.8,100.4,115.1,211.3,83.9,41.4,73.7,722.2,872.4,216.7,806.7,191.3,429.4,116.8,313.9,233.5,449.6,138.9,468.9,235.3,245.5,489.8,109.5,306.9,305.7,261.9,224.4,92.6,185.0,186.2,535.2,190.9,760.8,252.7,254.5,244.1,250.8,812.3,261.3,148.4,202.5,242.9,164.7,159.6,178.0,239.9,181.3,789.4,60.4,784.4,221.0,202.5,126.3,185.6,214.4,193.2,838.1,48.1,107.7,178.6,191.1,229.0,130.8,550.4,96.8,179.7,245.8,309.9,153.1,206.0,733.3,250.4,807.2,820.5,557.9,182.4,220.0,138.8,115.2,815.9,266.1,0.0,1134.7,745.8,121.0,462.0
YX,1126.9,1123.4,956.5,1015.6,954.5,806.6,993.9,884.4,955.8,1020.7,836.8,952.9,988.8,995.8,859.1,1203.8,1014.4,1058.1,1154.9,1170.9,886.9,970.0,886.5,833.3,931.9,992.1,1249.7,1147.0,1261.3,1001.7,925.3,908.9,873.5,1203.8,1151.2,988.5,983.8,1067.9,989.3,847.5,971.2,998.6,1067.0,902.6,978.4,1018.8,1004.4,974.2,907.7,907.9,1049.0,1185.7,926.8,1000.0,946.2,836.6,906.5,972.5,838.6,1048.2,1061.0,939.3,1146.6,1201.9,1053.9,977.0,1192.8,920.7,864.4,1096.6,958.1,931.7,794.2,923.4,1012.3,798.1,983.6,996.2,895.6,1135.0,1285.2,998.2,1219.5,1015.8,1016.5,939.8,1116.8,889.4,1036.7,1048.1,1056.0,934.3,1004.9,1076.9,960.8,1109.8,825.0,928.7,838.4,919.6,966.5,989.1,1114.5,949.8,1173.6,881.1,868.5,949.9,944.2,1225.1,940.4,929.9,1005.4,941.5,806.8,811.9,1087.2,873.9,1015.1,1202.2,908.8,1189.9,1023.9,900.5,1035.5,967.1,848.4,934.6,1250.9,1002.9,982.5,960.1,940.0,948.8,939.5,1129.7,963.0,941.9,874.2,809.1,934.6,963.9,1146.1,884.4,1220.0,1233.3,1081.2,991.5,939.8,987.8,942.2,1228.7,1006.7,954.7,0.0,1158.6,948.0,1041.3
ZA,689.1,600.5,845.3,590.7,747.0,839.3,671.0,791.2,754.8,585.6,869.5,686.9,719.0,845.3,891.8,291.6,681.2,871.2,717.1,258.7,940.8,787.3,846.9,866.0,749.2,784.8,337.5,781.7,101.6,839.4,742.6,760.5,795.9,291.6,239.0,761.4,776.3,881.0,784.0,834.4,699.2,709.1,880.1,820.8,778.0,835.4,659.5,746.7,736.8,725.2,715.8,202.1,789.2,737.0,763.5,869.3,824.8,745.4,901.2,612.2,307.2,766.7,234.4,289.7,617.9,760.0,209.2,809.5,849.3,184.4,773.2,739.8,826.9,830.2,724.7,880.5,713.8,769.1,745.9,222.8,373.0,814.8,307.3,741.2,683.3,846.6,679.0,706.7,703.5,861.2,722.8,777.0,690.5,743.7,778.1,672.0,857.7,781.9,876.1,764.8,746.7,617.2,749.2,776.5,265.6,846.5,922.4,755.6,768.8,312.9,797.2,726.5,629.8,809.8,853.8,847.9,754.2,849.5,682.1,290.0,732.6,285.0,627.7,715.1,848.6,855.9,821.0,673.5,338.7,775.8,775.0,848.9,732.8,831.1,756.8,764.4,769.0,803.6,853.4,841.8,823.4,642.4,233.9,785.0,307.8,321.1,748.0,706.2,784.6,850.2,742.1,316.5,801.4,727.6,1264.9,0.0,736.0,676.0
ZH,247.9,244.4,105.2,136.6,117.1,228.7,164.7,55.9,118.4,141.7,286.1,115.5,57.1,158.4,283.3,806.2,396.9,220.7,275.9,773.3,242.5,192.9,170.4,267.0,199.9,102.1,852.1,537.3,863.7,164.3,176.9,149.0,184.4,806.2,753.6,151.1,146.4,230.5,218.3,183.1,35.1,141.6,229.6,218.4,212.3,184.3,156.1,95.0,115.8,175.9,431.5,788.1,134.9,51.9,169.1,313.1,150.4,135.1,194.2,169.2,663.4,179.7,749.0,801.6,174.9,28.9,795.2,86.2,130.6,699.0,68.1,128.3,294.4,86.0,64.2,180.9,85.4,158.8,58.2,737.4,887.6,163.7,821.9,84.1,399.0,102.4,237.8,203.1,419.2,210.7,438.5,165.5,175.7,459.4,181.3,230.8,275.3,192.1,194.0,29.3,115.2,110.1,504.8,157.9,776.0,222.3,224.1,240.4,181.0,827.5,230.9,78.6,126.4,212.5,134.3,129.2,166.4,209.5,85.4,804.6,71.4,792.3,144.9,172.1,198.1,132.6,184.0,86.5,853.3,165.5,145.1,125.6,121.3,198.6,202.6,520.0,125.6,150.0,215.4,279.5,100.1,84.9,748.5,173.5,822.4,835.7,527.5,61.3,189.6,186.2,6.0,831.1,235.7,117.3,1039.4,761.0,0.0,431.6
ZX,589.9,586.4,379.4,478.6,386.4,373.4,438.9,325.3,396.7,483.7,403.6,393.8,411.7,379.4,425.9,682.0,164.8,405.3,617.9,649.1,474.9,321.4,381.0,400.1,283.3,415.0,727.9,105.6,739.5,373.5,276.7,423.2,458.6,682.0,629.4,429.4,389.3,415.1,318.1,435.9,407.7,439.5,414.2,491.0,312.1,441.7,449.4,429.6,270.9,259.3,199.4,663.9,323.3,438.1,297.6,403.4,358.9,413.4,435.3,511.2,539.2,479.6,624.8,677.4,516.9,415.1,671.0,343.6,383.4,574.8,381.0,402.5,361.0,364.3,450.4,414.6,439.0,380.3,336.5,613.2,763.4,421.1,697.7,438.7,217.4,380.7,579.8,240.8,103.5,395.3,206.4,439.7,449.9,227.3,312.2,572.8,391.8,466.3,410.2,360.2,389.4,452.1,73.1,310.6,651.8,380.6,456.5,289.7,455.2,703.3,324.9,352.8,480.1,343.9,387.1,382.0,521.0,462.3,458.0,680.4,349.7,675.4,486.9,249.2,382.7,390.0,436.8,397.6,729.1,443.8,398.7,383.0,395.5,365.2,290.9,88.3,403.9,338.4,387.5,375.9,357.5,426.9,624.3,443.4,698.2,711.5,95.8,433.9,318.7,384.3,380.3,706.9,335.5,395.6,1047.8,636.8,386.1,0.0
