from_stop,AF,AP,AV,BC,BE,BF,BH,BK,BM,BP,BV,BY,BZ,CC,CE,CG,CI,CJ,CR,CT,CU,CZ,DA,DE,DK,DO,DS,DW,EC,EI,EP,EQ,ES,EW,EZ,FA,FE,FH,FI,FJ,FO,FW,FZ,GA,GC,GN,GR,GW,HF,HG,HH,HT,IF,II,IL,IR,IS,IT,IV,IY,IZ,JC,JH,KJ,KS,KU,KV,KW,LE,LN,LT,LU,MC,MH,MI,MJ,MK,MM,MO,MR,NA,NF,NL,NN,NP,NU,NX,OE,OJ,OT,OW,PP,QE,QH,QJ,QR,QV,QW,RE,RJ,RZ,SJ,SM,SN,ST,SU,TF,TG,TH,TN,TO,TP,TQ,TR,TS,TV,TW,UH,UJ,UQ,US,UT,UX,VG,VI,VM,VR,VS,VW,VZ,WD,WI,WK,WL,WM,WX,XE,XF,XL,XP,XS,XX,YC,YH,YL,YM,YP,YW,ZA,ZH,ZJ,ZK,ZP
YC,464.3,409.6,952.4,1098.4,952.2,277.6,233.1,631.6,988.4,428.4,332.6,1091.0,375.8,649.8,873.6,422.9,291.3,424.6,676.6,832.5,266.6,939.0,804.6,1032.7,1023.1,1010.8,675.1,345.2,723.6,399.5,911.1,383.6,893.9,664.0,365.3,675.5,466.7,817.7,611.0,307.0,795.4,696.0,444.5,681.1,301.7,421.7,655.8,841.5,689.1,81.0,1052.3,433.4,272.9,370.9,1027.1,689.1,373.6,860.2,905.2,86.6,442.4,375.8,679.0,303.7,47.9,963.6,458.4,450.1,348.7,307.0,370.9,890.7,338.8,433.6,1350.1,992.4,388.1,370.2,347.8,291.1,930.0,380.1,807.9,1245.0,906.9,343.6,613.5,828.3,323.7,717.6,904.5,898.5,636.8,751.6,355.8,335.0,669.5,786.1,699.3,305.1,393.8,981.0,782.7,991.4,875.3,393.6,911.8,833.3,1368.6,760.1,744.0,788.1,347.5,1047.5,867.6,746.0,761.2,924.8,859.8,332.6,733.6,914.0,94.3,186.6,830.0,452.4,342.6,380.4,981.0,1148.4,287.5,1001.3,277.6,413.5,836.2,236.2,617.6,957.4,419.0,783.7,936.9,326.2,0.0,701.6,366.9,1104.4,722.7,674.9,844.5,879.2,421.4,253.8,418.1
YH,664.2,751.9,944.2,961.3,732.2,861.8,816.5,369.3,860.7,765.4,921.5,872.9,961.1,331.4,700.3,754.2,858.6,578.4,64.7,761.5,851.9,875.0,733.6,814.6,867.1,1013.9,236.5,912.5,234.0,644.2,902.9,720.6,736.3,352.0,702.3,357.1,800.2,676.8,252.4,892.3,861.4,377.6,627.8,373.4,869.0,674.0,116.4,850.1,57.2,831.4,961.5,788.9,858.2,801.3,660.8,57.2,707.1,725.3,841.2,838.7,664.1,961.1,360.6,889.0,798.3,831.4,612.2,783.6,766.6,892.3,673.6,826.7,924.1,770.6,1162.8,831.3,732.3,707.2,741.6,876.4,866.0,663.9,736.9,935.0,688.8,910.9,285.5,881.7,891.0,16.0,686.4,747.0,266.2,262.0,692.8,902.3,351.1,722.1,209.7,890.4,691.4,993.4,797.2,915.4,657.2,769.4,847.8,762.3,1073.7,270.5,254.4,802.6,768.9,886.4,777.9,812.0,271.6,941.1,785.7,921.5,77.5,880.1,844.7,771.9,780.8,712.1,909.9,717.4,931.2,903.2,872.8,873.6,861.8,747.0,765.2,821.5,362.0,739.3,611.1,712.7,718.8,911.5,824.3,0.0,711.1,930.9,233.1,356.5,773.5,780.2,758.4,839.1,662.8
YL,333.2,49.7,1092.7,1238.7,975.2,193.7,224.1,598.6,1128.7,63.4,329.1,1115.9,296.2,611.8,943.3,283.2,207.5,277.1,529.1,972.8,259.5,1118.0,944.9,1057.6,1199.5,1151.1,578.6,248.4,576.1,280.0,1051.4,109.8,979.3,619.1,117.2,637.5,329.2,919.8,573.0,299.9,935.7,658.0,297.0,643.1,199.6,302.2,508.3,981.8,541.6,351.8,1192.6,130.5,235.1,197.3,993.2,541.6,236.1,968.3,1084.2,359.1,322.9,296.2,641.0,263.5,318.7,1103.9,310.9,312.6,162.6,224.2,251.4,1069.7,272.1,68.6,1490.4,1163.7,21.1,85.0,182.3,284.0,1109.0,260.6,948.2,1267.4,931.8,246.8,466.0,968.6,226.9,564.8,929.4,990.0,598.8,604.1,124.4,238.2,631.5,965.1,551.8,290.0,269.2,1121.3,923.0,1131.7,900.2,165.4,1090.8,973.6,1406.1,612.6,596.5,928.4,177.4,1218.8,1011.2,886.3,613.7,1065.1,1000.1,329.1,586.1,1054.3,365.1,220.0,970.3,332.9,219.4,102.1,1121.3,1235.6,204.7,1141.6,193.7,276.0,976.5,269.6,579.6,982.3,271.5,924.0,961.8,303.5,344.7,554.1,0.0,1263.3,575.2,636.9,984.8,1019.5,74.4,270.8,298.6
YM,1157.2,1268.0,354.0,266.7,487.3,1216.3,1171.0,1010.2,199.4,1281.5,1276.0,704.2,1315.6,972.3,620.5,1239.3,1213.1,1101.8,941.1,641.1,1206.4,817.6,622.1,645.9,127.2,328.4,877.4,1267.0,874.9,1129.3,284.4,1236.7,545.8,999.8,1218.4,998.0,1285.3,592.5,893.3,1246.8,686.9,1018.5,1121.7,1014.3,1223.5,1159.1,920.3,752.1,953.6,1185.9,266.9,1305.0,1212.7,1292.7,400.4,953.6,1192.2,599.8,783.8,1193.2,1167.5,1315.6,1001.5,1243.5,1152.8,170.1,1135.6,1268.7,1270.5,1246.8,1158.7,769.3,1278.6,1286.7,1241.5,106.6,1248.4,1223.3,1226.7,1230.9,808.6,1149.0,618.8,1031.2,473.2,1265.4,816.5,707.2,1245.5,976.8,532.6,531.4,838.4,902.9,1208.9,1256.8,992.0,664.7,850.6,1244.9,1176.5,314.1,622.7,254.1,503.4,1285.5,790.4,683.5,1169.9,911.4,895.3,628.1,1209.0,99.9,559.0,637.5,912.5,261.8,570.1,1276.0,998.1,200.8,1199.2,1126.4,606.3,1197.5,1264.4,1233.5,269.9,208.6,1227.3,212.3,1216.3,1232.1,660.9,1176.0,1002.9,494.4,1096.2,633.0,550.1,1266.0,1178.8,966.1,1227.2,0.0,874.0,997.4,669.2,614.0,1274.5,1193.6,1147.9
YP,442.9,673.9,947.4,919.6,528.7,650.9,605.6,158.4,819.0,715.3,710.6,669.4,750.2,120.5,496.8,543.3,647.7,367.5,341.8,558.0,641.0,671.5,530.1,611.1,825.4,972.2,49.8,701.6,71.3,433.3,922.0,670.5,532.8,148.0,652.2,146.2,589.3,473.3,41.5,681.4,624.8,166.7,416.9,162.5,658.1,463.1,321.0,646.6,354.3,620.5,919.8,738.8,647.3,727.3,664.0,354.3,496.2,521.8,637.7,627.8,453.2,750.2,149.7,678.1,587.4,789.7,401.3,572.7,705.1,681.4,462.7,623.2,713.2,720.5,1166.0,789.6,654.3,657.1,530.7,665.5,662.5,453.0,533.4,938.2,485.3,700.0,217.2,651.4,680.1,377.5,482.9,543.5,55.3,71.6,642.7,691.4,140.2,518.6,67.0,679.5,480.5,951.7,612.1,873.7,453.7,691.4,644.3,558.8,1076.9,137.5,43.5,617.5,559.9,844.7,571.1,575.4,157.7,899.4,582.2,710.6,398.8,838.4,633.8,561.0,659.4,501.2,699.0,667.3,889.5,861.5,661.9,831.9,650.9,536.1,561.7,610.6,151.1,535.8,400.2,509.2,515.3,700.6,613.4,366.8,633.1,889.2,0.0,145.6,570.0,576.7,708.3,628.2,451.9
YW,457.6,688.6,1081.8,1006.5,615.6,665.6,620.3,91.4,905.9,730.0,725.3,756.3,764.9,53.5,583.7,558.0,662.4,382.2,472.5,644.9,655.7,758.4,617.0,698.0,912.3,1059.1,180.5,716.3,202.0,448.0,1008.9,685.2,619.7,70.9,666.9,82.2,604.0,560.2,116.4,696.1,711.7,102.7,431.6,16.9,672.8,477.8,451.7,733.5,485.0,635.2,1006.7,753.5,662.0,742.0,794.7,485.0,510.9,608.7,724.6,642.5,467.9,764.9,85.7,692.8,602.1,876.6,416.0,587.4,719.8,696.1,477.4,710.1,727.9,735.2,1296.7,876.5,669.0,671.8,545.4,680.2,749.4,467.7,620.3,1068.9,572.2,714.7,347.9,738.3,694.8,508.2,569.8,630.4,142.2,226.4,657.4,706.1,5.3,605.5,197.7,694.2,495.2,1038.6,699.0,960.6,540.6,706.1,731.2,645.7,1207.6,258.5,174.6,704.4,574.6,931.6,658.0,662.3,288.4,986.3,669.1,725.3,529.5,925.3,648.5,575.7,746.3,515.9,713.7,682.0,976.4,948.4,676.6,918.8,665.6,550.8,648.6,625.3,89.8,622.7,414.9,596.1,602.2,715.3,628.1,497.5,647.8,976.1,172.9,0.0,656.9,663.6,723.0,642.9,466.6
ZA,866.4,1022.3,576.9,669.5,214.8,888.7,843.4,659.9,568.9,1040.6,948.4,457.5,988.0,622.0,240.1,966.8,885.5,791.0,867.1,130.8,878.8,340.3,123.5,399.2,575.3,722.1,575.1,939.4,596.6,856.8,535.6,995.8,134.6,649.5,977.5,647.7,1012.8,184.2,543.0,919.2,164.9,668.2,840.4,664.0,895.9,886.6,846.3,170.3,879.6,858.3,669.7,1048.0,885.1,965.1,413.2,879.6,919.7,172.1,306.5,865.6,876.7,988.0,651.2,915.9,825.2,539.6,824.8,996.2,942.9,919.2,886.2,292.0,951.0,1045.8,1170.3,539.5,1000.3,982.4,960.0,903.3,331.3,876.5,81.0,1107.8,198.9,937.8,742.5,121.7,917.9,902.8,258.1,139.2,507.4,621.0,968.0,929.2,641.7,187.4,592.3,917.3,904.0,701.6,231.5,623.6,241.8,987.8,313.1,102.5,1246.5,653.1,569.2,266.3,955.1,594.6,111.6,144.5,625.3,649.3,100.5,948.4,924.1,588.3,871.6,798.8,221.6,924.7,936.8,992.6,639.4,611.4,899.7,581.8,888.7,959.6,8.3,848.4,652.6,209.0,823.7,70.7,303.4,938.4,851.2,892.1,979.1,639.1,567.5,647.1,0.0,119.9,1059.3,866.0,875.4
ZH,891.1,1047.0,683.2,607.9,181.1,913.4,868.1,684.6,507.3,1065.3,973.1,382.0,1012.7,646.7,264.8,991.5,910.2,815.7,891.8,155.5,903.5,365.0,148.2,323.7,513.7,660.5,599.8,964.1,621.3,881.5,610.3,1020.5,60.3,674.2,1002.2,672.4,1037.5,208.9,567.7,943.9,217.5,692.9,865.1,688.7,920.6,911.3,871.0,222.9,904.3,883.0,608.1,1072.7,909.8,989.8,351.6,904.3,944.4,196.8,331.2,890.3,901.4,1012.7,675.9,940.6,849.9,478.0,849.5,1020.9,967.6,943.9,910.9,316.7,975.7,1070.5,1249.4,477.9,1025.0,1007.1,984.7,928.0,356.0,901.2,105.7,1132.5,144.4,962.5,767.2,227.7,942.6,927.5,210.4,113.3,532.1,645.7,992.7,953.9,666.4,212.1,617.0,942.0,928.7,640.0,284.1,562.0,181.2,1012.5,337.8,135.1,1271.2,677.8,593.9,289.5,979.8,533.0,101.6,197.1,650.0,587.7,98.6,973.1,948.8,526.7,896.3,823.5,300.7,949.4,961.5,1017.3,577.8,549.8,924.4,520.2,913.4,984.3,121.6,873.1,677.3,175.3,848.4,95.4,227.9,963.1,875.9,916.8,1003.8,577.5,592.2,671.8,129.9,0.0,1084.0,890.7,900.1
ZJ,343.8,62.1,1144.6,1290.6,1027.1,245.6,276.0,650.5,1180.6,45.6,381.0,1167.8,348.1,663.7,995.2,311.8,212.5,329.0,581.0,1024.7,311.4,1169.9,996.8,1109.5,1251.4,1203.0,630.5,237.5,628.0,290.6,1103.3,35.3,1031.2,671.0,59.5,689.4,357.8,971.7,624.9,351.8,987.6,709.9,339.2,695.0,188.7,312.8,560.2,1033.7,593.5,403.7,1244.5,101.6,287.0,186.4,1045.1,593.5,264.7,1020.2,1136.1,411.0,333.5,348.1,692.9,252.6,370.6,1155.8,354.8,341.2,151.7,276.1,262.0,1121.6,261.2,50.8,1542.3,1215.6,52.2,49.2,234.2,335.9,1160.9,271.2,1000.1,1319.3,983.7,235.9,517.9,1020.5,216.0,616.7,981.3,1041.9,650.7,656.0,69.0,227.3,683.4,1017.0,603.7,279.1,279.8,1173.2,974.9,1183.6,952.1,154.5,1142.7,1025.5,1458.0,664.5,648.4,980.3,229.3,1270.7,1063.1,938.2,665.6,1117.0,1052.0,381.0,638.0,1106.2,417.0,271.9,1022.2,343.5,208.5,44.4,1173.2,1287.5,256.6,1193.5,245.6,304.6,1028.4,297.9,631.5,1034.2,316.3,975.9,1013.7,355.4,396.6,606.0,72.3,1315.2,627.1,688.8,1036.7,1071.4,0.0,259.9,309.2
ZK,420.2,198.7,992.7,1138.7,990.6,244.0,198.7,713.6,1028.7,271.4,303.7,1131.3,343.3,726.8,913.9,388.2,245.8,392.1,644.1,872.8,234.1,979.3,844.9,1073.0,1068.5,1051.1,693.6,276.9,691.1,367.0,951.4,250.7,934.2,734.1,231.1,752.5,434.2,858.0,688.0,274.5,835.7,773.0,412.0,758.1,228.1,389.2,623.3,881.8,656.6,251.8,1092.6,224.4,240.4,225.8,1108.2,656.6,341.1,900.5,945.5,259.1,409.9,343.3,756.0,66.3,218.7,1003.9,425.9,417.6,191.1,274.5,338.4,931.0,101.4,276.6,1390.4,1032.7,227.8,237.3,346.3,258.6,970.3,347.6,848.2,1283.4,947.2,275.3,581.0,868.6,255.4,679.8,944.8,938.8,713.8,719.1,222.9,266.7,746.5,826.4,666.8,51.2,356.2,1021.3,823.0,1031.7,915.6,193.9,952.1,873.6,1408.9,727.6,711.5,828.4,341.4,1087.8,911.2,786.3,728.7,965.1,900.1,303.7,701.1,954.3,265.1,78.1,870.3,419.9,247.9,216.0,1021.3,1188.7,255.0,1041.6,244.0,381.0,876.5,88.0,694.6,997.7,386.5,824.0,977.2,293.7,244.7,669.1,247.9,1144.7,690.2,751.9,884.8,919.5,235.7,0.0,385.6
ZP,121.5,308.3,1086.7,1232.5,841.6,280.3,310.7,465.0,1131.9,311.0,415.7,982.3,382.8,478.2,809.7,139.0,354.6,140.2,486.9,870.9,346.1,984.4,843.0,924.0,1138.3,1145.1,503.5,395.7,525.0,29.1,1045.4,266.2,845.7,485.5,247.9,503.9,185.0,786.2,439.4,386.5,937.7,524.4,84.4,509.5,352.2,109.2,466.1,959.5,499.4,438.4,1232.7,334.5,321.7,357.7,951.0,499.4,91.9,834.7,950.6,445.7,129.9,382.8,507.4,423.9,405.3,1102.6,100.0,168.4,323.0,310.8,58.4,936.1,432.5,316.2,1453.0,1102.5,319.1,252.8,126.4,370.6,975.4,48.7,846.3,1225.2,798.2,394.1,423.8,964.3,374.2,522.6,795.8,856.4,465.2,561.9,238.4,385.5,497.9,831.5,509.6,450.4,76.2,1115.3,925.0,1186.6,766.6,325.8,957.2,871.7,1363.9,570.4,497.6,930.4,155.6,1157.6,884.0,888.3,571.5,1059.1,895.1,415.7,543.9,1048.3,451.7,306.6,972.3,139.9,379.8,263.0,1202.4,1174.4,291.3,1144.8,280.3,131.8,874.6,356.2,446.0,848.7,61.5,822.1,828.2,390.1,431.3,511.9,297.9,1202.1,495.9,503.3,882.9,889.6,304.0,373.8,0.0
